"license-plate-number";"customer-return-date";"asin";"sku";"Brand";"Product Name";"amazon-order-id";"quantity";"Collection_Order";"delivery-date-biarritz";"device-serial-number";"item-status";"RMA KP";"ID ";"RMA batch";"LaRoca"
"LPNHK054095815";07/12/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"305-7421898-5229954";1;"21042317XK";;"R0906K02801415";"Used";;"Return_from_UK";;"x"
"LPNHK048443248";25/11/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"406-1096739-6660302";1;"21042317XK";;"R0906K02202220";"Used";;"Return_from_UK";;"x"
"LPNHK041049312";27/11/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"304-2575077-1213110";1;"21042317XK";;"R0906K03506543";"Used";;"Return_from_UK";;"x"
"LPNHK054417581";02/12/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"028-8019019-0217132";1;"21042317XK";;"R0906K02801317";"Used";;"Return_from_UK";;"x"
"LPNHK054417581";02/12/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"028-8019019-0217132";1;"21042317XK";;"R0905K02804717";"Used";;"Return_from_UK";;"x"
"LPNHK040636698";24/09/2020;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"406-7972289-5766761";1;"21042317XK";;"R0912K00300739";"Used";;"Return_from_UK";;"x"
"LPNHK054008058";27/11/2020;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"305-2597175-5362757";1;"21042317XK";;"R0906K02203636";"Used";;"Return_from_UK";;"x"
"LPNHK040249714";10/11/2020;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"303-3950420-9886750";1;"21042317XK";;"R0905K02804097";"Used";;"Return_from_UK";;"x"
"LPNWE055145669";14/04/2021;"B08HPXDBG2";"P3D2450";"PAX";"PAX3 BASIC SAND";"205-9659222-1469120";1;"21042317XK";;"I29MJB6J570";"Used";;"Return_from_UK";;"x"
"LPNWE035668493";21/11/2020;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"202-3473658-6847556";1;"21042317XK";;"I32A15S9AKL";"Used";;"Return_from_UK";;"x"
"LPNWE039295788";13/01/2021;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"205-1579960-7517956";1;"21042317XK";;"I29K4MCC7E0";"Used";;"Return_from_UK";;"x"
"LPNWE031327032";05/12/2020;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"026-2986890-5325161";1;"21042317XK";;"I26B17PWJXW";"Used";;"Return_from_UK";;"x"
"LPNWE031716286";09/11/2020;"B08HPXDBG2";"P3D2450";"PAX";"PAX3 BASIC SAND";"202-4579826-9954707";1;"21042317XK";;"I29K4MCC7E0";"Used";;"Return_from_UK";;"x"
"LPNWE034898073";24/11/2020;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"205-4841147-8721923";1;"21042317XK";;"I324Q5Y6LWD";"Used";;"Return_from_UK";;"x"
"LPNWE041918982";04/02/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"204-1416996-1237922";1;"21042317XK";;"I298U4V5X8G";"Used";;"Return_from_UK";;"x"
"LPNWE042841214";26/01/2021;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"204-5098377-1511534";1;"21042317XK";;"I332DSJCV7U";"Used";;"Return_from_UK";;"x"
"LPNWE039197249";14/01/2021;"B075XPSM8C";"P3D2043";"PAX";"PAX3 COMPLETE TEAL";"204-1447355-8298708";1;"21042317XK";;"I25038FCLRN";"Used";;"Return_from_UK";;"x"
"LPNWE031857453";22/01/2021;"B075XPSM8C";"P3D2043";"PAX";"PAX3 COMPLETE TEAL";"206-2435533-0572303";1;"21042317XK";;"I25GZNAFGM2";"Used";;"Return_from_UK";;"x"
"LPNWE042498639";04/02/2021;"B075XPB1RM";"P3D2045";"PAX";"PAX3 COMPLETE ROSE GOLD";"202-8249076-8523554";1;"21042317XK";;"I29EM1RJ9M6";"Used";;"Return_from_UK";;"x"
"LPNWE030663793";28/11/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"204-7469209-8994743";1;"21042317XK";;"I31ZCVQUN92";"Used";;"Return_from_UK";;"x"
"LPNWE043149960";27/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"202-4036510-9962714";1;"21042317XK";;"I31MYJGPQS4";"Used";;"Return_from_UK";;"x"
"LPNWE036552687";17/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"205-0106778-8753933";1;"21042317XK";;"I28LRJEG5YQ";"Used";;"Return_from_UK";;"x"
"LPNWE033293547";08/02/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"026-9104840-6670741";1;"21042317XK";;"I3023U9UKZV";"Used";;"Return_from_UK";;"x"
"LPNWE038299509";26/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"206-8008184-2314717";1;"21042317XK";;"I311HPWAHQL";"Used";;"Return_from_UK";;"x"
"LPNWE038441410";28/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"203-4403640-0924368";1;"21042317XK";;"I31RS67MT49";"Used";;"Return_from_UK";;"x"
"LPNWE036937763";10/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"205-7062755-6339545";1;"21042317XK";;"I318R7CAYGU";"Used";;"Return_from_UK";;"x"
"LPNWE040325443";13/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"206-0508842-1802736";1;"21042317XK";;"I31Y94BXV58";"Used";;"Return_from_UK";;"x"
"LPNWE029578166";23/11/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"026-9822762-5042742";1;"21042317XK";;"I31QTZZT154";"Used";;"Return_from_UK";;"x"
"LPNWE041943895";03/02/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"203-4184368-3429919";1;"21042317XK";;"I3113WRPLQN";"Used";;"Return_from_UK";;"x"
"LPNWE043687377";05/02/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"204-5200673-9305138";1;"21042317XK";;"I307XZ5HWDL";"Used";;"Return_from_UK";;"x"
"LPNWE038406866";09/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"204-5041016-1670749";1;"21042317XK";;"I30HAVFK3KB";"Used";;"Return_from_UK";;"x"
"LPNWE037263019";30/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"206-3115462-7957104";1;"21042317XK";;"I306EYQ1EY4";"Used";;"Return_from_UK";;"x"
"LPNWE042891268";21/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"202-1905874-2943507";1;"21042317XK";;"I30M3NU3FLM";"Used";;"Return_from_UK";;"x"
"LPNWE036840330";23/12/2020;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"205-6659828-2452338";1;"21042317XK";;"I31NUY762S9";"Used";;"Return_from_UK";;"x"
"LPNWE036187491";02/01/2021;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"202-4527341-9012332";1;"21042317XK";;"I31WB1YVT0E";"Used";;"Return_from_UK";;"x"
"LPNWE041692481";23/01/2021;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"204-3675012-1563539";1;"21042317XK";;"I31GX4WS7GS";"Used";;"Return_from_UK";;"x"
"LPNWE040998555";08/02/2021;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"204-7645773-8549142";1;"21042317XK";;"I314YUQEGH3";"Used";;"Return_from_UK";;"x"
"LPNWE034340038";14/11/2020;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"202-5756079-4182735";1;"21042317XK";;"I276YN9UJYA";"Used";;"Return_from_UK";;"x"
"LPNWE035787100";22/11/2020;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"204-8073824-8073959";1;"21042317XK";;"I3137P0TSYK";"Used";;"Return_from_UK";;"x"
"LPNWE025517251";19/12/2020;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"205-4398136-5074710";1;"21042317XK";;"I298GUN9QJL";"Used";;"Return_from_UK";;"x"
"LPNWE044470808";08/02/2021;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"205-9809729-6130741";1;"21042317XK";;"I33Y2J80RKY";"Used";;"Return_from_UK";;"x"
"LPNWE036186749";05/01/2021;"B075XPGQQD";"P3D2042";"PAX";"PAX3 COMPLETE BLACK";"205-5871926-2045120";1;"21042317XK";;"I24R1L4YKER";"Used";;"Return_from_UK";;"x"
"LPNWE034319295";09/11/2020;"B075WXKSWM";"P3D2052";"PAX";"PAX3 BASIC SILVER";"206-8250556-6224356";1;"21042317XK";;"I29LGRD9A2Y";"Used";;"Return_from_UK";;"x"
"LPNWE038398699";27/12/2020;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"026-3271577-8043535";1;"21042317XK";;"I316VFTPCRB";"Used";;"Return_from_UK";;"x"
"LPNWE041914699";05/02/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"204-9811792-9960312";1;"21042317XK";;"I31TDQJY29Y";"Used";;"Return_from_UK";;"x"
"LPNHE323395147";08/01/2021;"B075XPGQQD";"P3D2042";"PAX";"PAX3 COMPLETE BLACK";"204-5741674-3147557";1;"21042317XK";;"G523KVTZEFX";"Used";;"Return_from_UK";;"x"
"LPNWE041112991";25/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"026-4843203-3378711";1;"21042317XK";;"I31GP3XF5S8";"Used";;"Return_from_UK";;"x"
"LPNWE042520658";24/01/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"204-2757622-1795520";1;"21042317XK";;"I30T3NFFFS3";"Used";;"Return_from_UK";;"x"
"LPNWE036186086";06/01/2021;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"206-1600840-3145131";1;"21042317XK";;"JMC4XN3Y";"Used";;"Return_from_UK";;"x"
"LPNHL001544146";05/12/2020;"B01MTOWIV6";"P2A1741";"PAX";"PA XMINI USB CHARGER";"306-2517020-1346742";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE041565232";16/01/2021;"B086WFT8N3";"P2A1823";"PAX";"PAX CONCENTRATE ADAPTOR";"204-5379713-5655565";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE033222117";28/12/2020;"B01N76NN0J";"P2A1737";"PAX";"PAX HALF PACK OVEN LID";"204-1456133-2893162";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE033221018";21/12/2020;"B01N76NN0J";"P2A1737";"PAX";"PAX HALF PACK OVEN LID";"204-6868674-7985957";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE025089851";03/12/2020;"B01MTOWIV6";"P2A1741";"PAX";"PA XMINI USB CHARGER";"026-7689201-3049158";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE025025211";20/12/2020;"B01N95Z86Y";"P2A1738";"PAX";"PAX MULTITOOL KEYCHAIN";"205-2831374-1249161";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNHL000451578";18/10/2020;"B01MTOWIV6";"P2A1741";"PAX";"PA XMINI USB CHARGER";"305-2118031-2199547";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE044540870";06/03/2021;"B086WFT8N3";"P2A1823";"PAX";"PAX CONCENTRATE ADAPTOR";"202-7200605-6807522";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE043552364";02/02/2021;"B08HPXDBG2";"P3D2450";"PAX";"PAX3 BASIC SAND";"204-3214003-2406764";1;"21042317XK";;"I2958GDJGHF";"Used";;"Return_from_UK";;"x"
"LPNWE024465977";21/10/2020;"B01N76NN0J";"P2A1737";"PAX";"PAX HALF PACK OVEN LID";"205-8020339-0393160";1;"21042317XK";;"sn";"Used";;"Return_from_UK";;"x"
"LPNWE041033447";20/01/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"204-7514902-3897955";1;"21042317XK";;"I32A15S9AKL";"Used";;"Return_from_UK";;"x"
"LPNWE045094809";26/02/2021;"B08HQ5NQKL";"P3D2456";"PAX";"PAX3 COMPLETE BURGUNDY";"205-3905303-0781964";1;"21042317XK";;"I34UU04XY65";"Used";;"Return_from_UK";;"x"
"LPNWE043660912";19/02/2021;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"202-6604903-2867534";1;"21042317XK";;"I36E69R6RTW";"Used";;"Return_from_UK";;"x"
"LPNWE044493841";14/02/2021;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"204-4471624-6089132";1;"21042317XK";;"I29PY9RNBLA";"Used";;"Return_from_UK";;"x"
"LPNWE055597728";10/04/2021;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"206-5279271-7723556";1;"21042317XK";;"I35U44UJULT";"Used";;"Return_from_UK";;"x"
"LPNWE049932881";21/04/2021;"B08HQ1HG71";"P3D2454";"PAX";"PAX3 COMPLETE SAND";"026-0624236-0146714";1;"21042317XK";;"I36VUMFLMBU";"Used";;"Return_from_UK";;"x"
"LPNWE054911229";02/04/2021;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"026-7525855-3029127";1;"21042317XK";;"I35CN547T5G";"Used";;"Return_from_UK";;"x"
"LPNWE042541761";12/02/2021;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"202-6511168-6431547";1;"21042317XK";;"I332GH0ZAZS";"Used";;"Return_from_UK";;"x"
"LPNWE045311974";08/03/2021;"B075XPB1RM";"P3D2045";"PAX";"PAX3 COMPLETE ROSE GOLD";"203-0352875-3459563";1;"21042317XK";;"H16ETLYDFAA";"Used";;"Return_from_UK";;"x"
"LPNWE046716830";07/04/2021;"B075XPB1RM";"P3D2045";"PAX";"PAX3 COMPLETE ROSE GOLD";"202-6692845-5857133";1;"21042317XK";;"I254FPA0Z5D";"Used";;"Return_from_UK";;"x"
"LPNWE046114884";27/02/2021;"B075XPB1RM";"P3D2045";"PAX";"PAX3 COMPLETE ROSE GOLD";"204-2960342-0375568";1;"21042317XK";;"H165PPCBWCE";"Used";;"Return_from_UK";;"x"
"LPNWE051280916";19/03/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"026-4109893-9666753";1;"21042317XK";;"I32JR39WJD1";"Used";;"Return_from_UK";;"x"
"LPNWE044470116";11/02/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"206-5751649-3781148";1;"21042317XK";;"I29FHAL17MR";"Used";;"Return_from_UK";;"x"
"LPNWE045364431";08/03/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"205-9233063-8881120";1;"21042317XK";;"I30VPE0WMPY";"Used";;"Return_from_UK";;"x"
"LPNWE046618379";12/03/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"206-1642138-7882756";1;"21042317XK";;"I29DVQL0EHA";"Used";;"Return_from_UK";;"x"
"LPNWE053659145";01/04/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"205-5498507-4937164";1;"21042317XK";;"I29X9ES8P4X";"Used";;"Return_from_UK";;"x"
"LPNWE043018131";19/02/2021;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"204-7224213-6338756";1;"21042317XK";;"I36N3BCXK8X";"Used";;"Return_from_UK";;"x"
"LPNHK076772200";09/09/2021;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"403-2614722-8337924";1;"ELR1VC3jiU";;"R0905K05102689";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHK076822312";15/10/2021;"B08CKT6KM2";"X-SKV4136GL";"XIAOMI";"XIAOMI MOP ESSENTIAL";"408-2797821-0228362";1;"ELR1VC3jiU";;"27103/00458551";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE579803907";20/08/2021;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"407-7157114-5882740";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC020288218";20/12/2021;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"407-7327313-5397940";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC015489245";24/11/2021;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"404-1440416-5366761";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE595892638";04/12/2021;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"404-1045459-8245949";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE595892637";03/12/2021;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"404-1045459-8245949";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC020244600";07/12/2021;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"407-4599112-8751558";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC020273910";17/12/2021;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"408-5996968-4173103";1;"ELR1VC3jiU";;"A2002109CPF0-F6-C1-26-97-74-5";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC028113960";28/12/2021;"B07MQX6MJR";"CRC-2005553";"CRICUT";"CRICUT EASY PRESS2 RAPSBERRY";"407-4322771-0918757";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE589853553";23/01/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"407-5370226-0541919";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL974882685";18/01/2022;"B01NA025AK";"MI-EVO7";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 7";"406-3696007-7774758";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE606797048";14/11/2021;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"171-7787896-6745109";1;"ELR1VC3jiU";;"WJHPM7MT";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE576246848";01/09/2021;"B075WVZN5Z";"P3D2050";"PAX";"PAX3 BASIC BLACK";"407-2649630-2246762";1;"ELR1VC3jiU";;;"New";;"PRG220217778940";17/02/2022;"x"
"LPNHL972493762";28/12/2021;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"402-0713744-6451520";1;"ELR1VC3jiU";;"TX7FX8MD";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL985178264";16/11/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"405-4948830-7110734";1;"ELR1VC3jiU";;"NV8VDXN3,";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL980658869";22/12/2021;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"407-8539536-2866702";1;"ELR1VC3jiU";;"V57YH5HM";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL990010917";25/10/2021;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"407-7749115-1426750";1;"ELR1VC3jiU";;"NW2CN0CD";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC023303221";05/01/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"405-5593511-2645947";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029236346";31/01/2022;"B08CKT6KM2";"X-SKV4136GL";"XIAOMI";"XIAOMI MOP ESSENTIAL";"402-9328239-3724300";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029509107";11/01/2022;"B09H7SZ5RK";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAMGEN2 BLACK";"404-2156750-8391520";1;"ELR1VC3jiU";;"A2002107CP54-2A-1B-D3-9B-2C-C";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029508642";04/01/2022;"B09H7SZ5RK";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAMGEN2 BLACK";"402-5832714-6993164";1;"ELR1VC3jiU";;"A2002107CP54-2A-1B-D3-9B-82-D";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029509105";11/01/2022;"B09H7PFWGF";"SNS-BEAM2EU1";"SONOS";"SONOS BEAMGEN2 WHITE";"405-2449095-0635532";1;"ELR1VC3jiU";;"A2002108CP54-2A-1B-92-72-8E-4";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC028982311";28/01/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"408-0604322-7172302";1;"ELR1VC3jiU";;"A2002110CP54-2A-1B-D7-15-02-A";"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029494002";03/11/2021;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"402-9993065-2706757";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC028772564";28/01/2022;"B09BFJDMLX";"
X-RSD0226CE";"ROBOROCK";"ROBOROCK E4 WHITE";"402-3424676-4548324";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC029509174";12/01/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"408-8325593-2073169";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC018241887";19/01/2022;"B0883KJXWD";"SNS-FIVE1EU1";"SONOS";"SONOS FIVE WHITE";"405-2000275-5518730";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE369924304";26/11/2021;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"405-8807982-3649911";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE468456181";18/11/2020;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"406-6901118-4136368";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE616878835";05/01/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"305-7315007-1549132";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL981812185";23/11/2021;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"303-4294195-6321946";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHL981391220";06/12/2021;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"405-0550525-7662763";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHE622587803";15/01/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"404-8183086-7181165";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNHK068032281";28/07/2021;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"028-2858132-8813146";1;"ELR1VC3jiU";;;"Used";;"PRG220217778940";17/02/2022;"x"
"LPNIC023290456";18/01/2022;"B09H7SZ5RK";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAMGEN2 BLACK";"171-4968723-7677124";1;"ELR1VC3jiU";;"A2002108C954-2A-1B-D4-7D-78-8";"Used";;"PRG220308727623";09/03/2022;"x"
"LPNIC010585923";24/01/2022;"B09H7PFWGF";"SNS-BEAM2EU1";"SONOS";"SONOS BEAMGEN2 WHITE";"408-2108582-8436353";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNIC028992081";17/01/2022;"B0883LLX3L";"SNS-SUBG3EU1";"SONOS";"SONOS SUB WHITE";"406-5433417-9266736";1;"ELR1VC3jiU";;"A2022109CP54-2A-1B-25-9D-46-2";"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHE619173245";15/01/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"171-0891063-5530722";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK084830188";18/01/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"406-3758140-4701948";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK084207312";11/01/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"402-4168325-9840332";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK085635015";10/01/2022;"B095X6ZS6H";"CRC-2008335";"CRICUT";"CRICUT MAKER3 BLUE";"304-7113090-6383563";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK085745857";17/12/2021;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"404-6993386-6853107";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK083939308";21/01/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"402-4305839-3247535";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHK085917701";07/01/2022;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"405-4435918-3078760";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHE599626102";29/11/2021;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"405-2087283-7891560";1;"ELR1VC3jiU";;;"Used";;"PRG220308727623";09/03/2022;"x"
"LPNHE636645731";16/02/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"302-9806247-2165921";1;"ELR1VC3jiU";;"GK6J9CTW";"Used";;"PRG220308727623";09/03/2022;"x"
