"External Document No_";"Location Code";"Document No_";"Package Tracking No_";"Customer No_";"Name";"Item No_"
"171-7423852-3350744";"AMAZON";"DSRF22000632";"LPNHK084689356";"000222";"AMAZON PAX FR";"CRC-2007000"
"171-7423852-3350744";"AMAZON";"PDVF22/000601";"LPNHK084689356";"000222";"AMAZON PAX FR";
"171-3320385-0925141";"AMAZON";"DSRF22000630";"LPNHK084821228";"000163";"AMAZON PAX IT";"X-RSD0194CE"
"171-3320385-0925141";"AMAZON";"PDVF22/000583";"LPNHK084821228";"000163";"AMAZON PAX IT";
"171-8463265-3582765";"AMAZON";"DSRF22000596";"LPNHK084827266";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"171-8463265-3582765";"AMAZON";"PDVF22/000638";"LPNHK084827266";"000163";"AMAZON PAX IT";
"406-3758140-4701948";"AMAZON";"DSR22000459";"LPNHK084830188";"000222";"AMAZON PAX FR";"CRC-2008338"
"406-3758140-4701948";"AMAZON";"PDVF22/000287";"LPNHK084830188";"000222";"AMAZON PAX FR";
"406-3758140-4701948";"AMAZON";"PDVF22/000670";"LPNHK084830188";"000222";"AMAZON PAX FR";
"405-0910964-8029928";"AMAZON";"DSRF22000629";"LPNHK085571775";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"405-0910964-8029928";"AMAZON";"PDVF22/000584";"LPNHK085571775";"000163";"AMAZON PAX IT";
"304-7113090-6383563";"AMAZON";"DSR22000461";"LPNHK085635015";"000193";"AMAZON PAX DE";"CRC-2008335"
"304-7113090-6383563";"AMAZON";"PDVF22/000343";"LPNHK085635015";"000193";"AMAZON PAX DE";
"304-7113090-6383563";"AMAZON";"PDVF22/000726";"LPNHK085635015";"000193";"AMAZON PAX DE";
"303-6539081-5947565";"AMAZON";"DSR22000164";"LPNHK085721117";"000193";"AMAZON PAX DE";"CRC-2008335"
"303-6539081-5947565";"AMAZON";"PDVF22/000032";"LPNHK085721117";"000193";"AMAZON PAX DE";
"405-4435918-3078760";"AMAZON";"DSR22000458";"LPNHK085917701";"000222";"AMAZON PAX FR";"X-RSD0106CE"
"405-4435918-3078760";"AMAZON";"PDVF22/000355";"LPNHK085917701";"000222";"AMAZON PAX FR";
"405-4435918-3078760";"AMAZON";"PDVF22/000738";"LPNHK085917701";"000222";"AMAZON PAX FR";
"303-3374919-4521917";"AMAZON";"DSRF22000683";"LPNHK090138648";"000193";"AMAZON PAX DE";"MI-EVO13"
"303-3374919-4521917";"AMAZON";"PDVF22/000776";"LPNHK090138648";"000193";"AMAZON PAX DE";
"408-1698554-7000335";"AMAZON";"DSRF22000621";"LPNHK091039251";"000222";"AMAZON PAX FR";"PX-P3D2541"
"408-1698554-7000335";"AMAZON";"PDVF22/001128";"LPNHK091039251";"000222";"AMAZON PAX FR";
"406-4350118-9988354";"AMAZON";"DSRF22000527";"LPNHK093682807";"000222";"AMAZON PAX FR";"MI-EVO8"
"406-4350118-9988354";"AMAZON";"PDVF22/000844";"LPNHK093682807";"000222";"AMAZON PAX FR";
"304-6073197-5459547";"AMAZON";"DSRF22000681";"LPNHK094435393";"000193";"AMAZON PAX DE";"MI-EVO11"
"304-6073197-5459547";"AMAZON";"PDVF22/001127";"LPNHK094435393";"000193";"AMAZON PAX DE";
"403-4544024-2850713";"AMAZON";"DSRF22000519";"LPNHK096009275";"000222";"AMAZON PAX FR";"PX-P3D2455"
"403-4544024-2850713";"AMAZON";"PDVF22/000941";"LPNHK096009275";"000222";"AMAZON PAX FR";
"306-1822921-0627541";"AMAZON";"DSRF22000557";"LPNHK099295792";"000193";"AMAZON PAX DE";"MI-EVO1"
"306-1822921-0627541";"AMAZON";"PDVF22/000892";"LPNHK099295792";"000193";"AMAZON PAX DE";
"302-6931167-3577960";"AMAZON";"DSR22000487";"LPNHK099612616";"000193";"AMAZON PAX DE";"MI-EVO9"
"302-6931167-3577960";"AMAZON";"PDVF22/000587";"LPNHK099612616";"000193";"AMAZON PAX DE";
"305-5122148-4462703";"AMAZON";"DSR22000492";"LPNHK099869234";"000193";"AMAZON PAX DE";"CRC-2007992"
"305-5122148-4462703";"AMAZON";"PDVF22/000879";"LPNHK099869234";"000193";"AMAZON PAX DE";
"302-7729955-4888342";"AMAZON";"DSRF22000628";"LPNHK100443350";"000193";"AMAZON PAX DE";"CRC-2007992"
"302-7729955-4888342";"AMAZON";"PDVF22/001070";"LPNHK100443350";"000193";"AMAZON PAX DE";
"028-5681631-6937957";"AMAZON";"DSR22000491";"LPNHK100852331";"000193";"AMAZON PAX DE";"CRC-2007992"
"028-5681631-6937957";"AMAZON";"PDVF22/000871";"LPNHK100852331";"000193";"AMAZON PAX DE";
"303-7251556-2517114";"AMAZON";"DSRF22000582";"LPNHK102923110";"000193";"AMAZON PAX DE";"CRC-2007992"
"303-7251556-2517114";"AMAZON";"PDVF22/000869";"LPNHK102923110";"000193";"AMAZON PAX DE";
"403-2413772-9324333";"AMAZON";"DSRF22000824";"LPNHK106215145";"000163";"AMAZON PAX IT";"CRC-2008338"
"403-2413772-9324333";"AMAZON";"PDVF22/001230";"LPNHK106215145";"000163";"AMAZON PAX IT";
"407-2733071-4028328";"AMAZON";"DSRF22000831";"LPNHK106880718";"000163";"AMAZON PAX IT";"CRC-2008338"
"407-2733071-4028328";"AMAZON";"PDVF22/001304";"LPNHK106880718";"000163";"AMAZON PAX IT";
"302-4890568-4753913";"AMAZON";"DSRF22000827";"LPNHK106881385";"000193";"AMAZON PAX DE";"CRC-2007004"
"302-4890568-4753913";"AMAZON";"PDVF22/001271";"LPNHK106881385";"000193";"AMAZON PAX DE";
"304-9322816-3737139";"AMAZON";"DSRF22000829";"LPNHK106895191";"000193";"AMAZON PAX DE";"CRC-2007004"
"304-9322816-3737139";"AMAZON";"PDVF22/001222";"LPNHK106895191";"000193";"AMAZON PAX DE";
"306-3314990-2302712";"AMAZON";"DSRF22000828";"LPNHK107109031";"000193";"AMAZON PAX DE";"CRC-2007002"
"306-3314990-2302712";"AMAZON";"PDVF22/001273";"LPNHK107109031";"000193";"AMAZON PAX DE";
"405-8405334-6275552";"AMAZON";"DSRF22000826";"LPNHK107911272";"000163";"AMAZON PAX IT";"X-RDK0011CE"
"405-8405334-6275552";"AMAZON";"PDVF22/001303";"LPNHK107911272";"000163";"AMAZON PAX IT";
"408-7193248-2101110";"AMAZON";"DSRF22000825";"LPNHK108582234";"000163";"AMAZON PAX IT";"X-RDK0003CE"
"408-7193248-2101110";"AMAZON";"PDVF22/001308";"LPNHK108582234";"000163";"AMAZON PAX IT";
"404-3246889-9205104";"AMAZON";"DSRF22000823";"LPNHK108682289";"000222";"AMAZON PAX FR";"CRC-2008338"
"404-3246889-9205104";"AMAZON";"PDVF22/001240";"LPNHK108682289";"000222";"AMAZON PAX FR";
"402-0713744-6451520";"AMAZON";"DSR22000195";"LPNHL972493762";"000222";"AMAZON PAX FR";"PX-P3D2451"
"402-0713744-6451520";"AMAZON";"PDVF22/000025";"LPNHL972493762";"000222";"AMAZON PAX FR";
"405-0601606-5425147";"AMAZON";"DSRF22000724";"LPNHL973623004";"000163";"AMAZON PAX IT";"PX-P2D2077"
"405-0601606-5425147";"AMAZON";"PDVF22/001328";"LPNHL973623004";"000163";"AMAZON PAX IT";
"408-8331992-5065106";"AMAZON";"DSRF22000728";"LPNHL973822483";"000163";"AMAZON PAX IT";"PX-P2D2077"
"408-8331992-5065106";"AMAZON";"PDVF22/001329";"LPNHL973822483";"000163";"AMAZON PAX IT";
"171-4243948-4889933";"AMAZON";"DSRF22000730";"LPNHL973850894";"000222";"AMAZON PAX FR";"MI-EVO10"
"171-4243948-4889933";"AMAZON";"PDVF22/001334";"LPNHL973850894";"000222";"AMAZON PAX FR";
"406-3696007-7774758";"AMAZON";"DSR22000245";"LPNHL974882685";"000222";"AMAZON PAX FR";"MI-EVO7"
"406-3696007-7774758";"AMAZON";"PDVF22/000289";"LPNHL974882685";"000222";"AMAZON PAX FR";
"406-3696007-7774758";"AMAZON";"PDVF22/000672";"LPNHL974882685";"000222";"AMAZON PAX FR";
"402-1834006-1286762";"AMAZON";"DSRF22000518";"LPNHL976138471";"000222";"AMAZON PAX FR";"PX-P3D2449"
"402-1834006-1286762";"AMAZON";"PDVF22/000944";"LPNHL976138471";"000222";"AMAZON PAX FR";
"403-0737779-9329155";"AMAZON";"DSRF22000512";"LPNHL976258873";"000222";"AMAZON PAX FR";"PX-P3D2451"
"403-0737779-9329155";"AMAZON";"PDVF22/000928";"LPNHL976258873";"000222";"AMAZON PAX FR";
"402-1136442-5399557";"AMAZON";"DSRF22000682";"LPNHL976952125";"000222";"AMAZON PAX FR";"MI-EVO9"
"402-1136442-5399557";"AMAZON";"PDVF22/000814";"LPNHL976952125";"000222";"AMAZON PAX FR";
"407-8539536-2866702";"AMAZON";"DSR22000198";"LPNHL980658869";"000222";"AMAZON PAX FR";"PX-P3D2455"
"407-8539536-2866702";"AMAZON";"PDVF22/000045";"LPNHL980658869";"000222";"AMAZON PAX FR";
"303-4294195-6321946";"AMAZON";"DSR22000184";"LPNHL981812185";"000193";"AMAZON PAX DE";"CRC-2007000"
"303-4294195-6321946";"AMAZON";"PDVF21/001821";"LPNHL981812185";"000193";"AMAZON PAX DE";
"402-4778705-8956302";"AMAZON";"DSRF22000721";"LPNHL981994841";"000222";"AMAZON PAX FR";"CRC-2007000"
"402-4778705-8956302";"AMAZON";"PDVF22/001117";"LPNHL981994841";"000222";"AMAZON PAX FR";
"028-8762088-9157122";"AMAZON";"DSRF22000714";"LPNHL982581719";"000193";"AMAZON PAX DE";"CRC-2008338"
"028-8762088-9157122";"AMAZON";"PDVF22/000797";"LPNHL982581719";"000193";"AMAZON PAX DE";
"028-6398964-3213967";"AMAZON";"DSRF22000717";"LPNHL982647717";"000193";"AMAZON PAX DE";"CRC-2008338"
"028-6398964-3213967";"AMAZON";"PDVF22/001022";"LPNHL982647717";"000193";"AMAZON PAX DE";
"302-0094552-9033176";"AMAZON";"DSRF22000722";"LPNHL982719342";"000193";"AMAZON PAX DE";"CRC-2007004"
"302-0094552-9033176";"AMAZON";"PDVF22/001008";"LPNHL982719342";"000193";"AMAZON PAX DE";
"405-0831218-9469915";"AMAZON";"DSRF22000710";"LPNHL982903013";"000163";"AMAZON PAX IT";"X-RSD0177CE"
"405-0831218-9469915";"AMAZON";"PDVF22/001126";"LPNHL982903013";"000163";"AMAZON PAX IT";
"403-8495868-6784352";"AMAZON";"DSRF22000712";"LPNHL983059042";"000163";"AMAZON PAX IT";"X-RSD0105CE"
"403-8495868-6784352";"AMAZON";"PDVF22/000763";"LPNHL983059042";"000163";"AMAZON PAX IT";
"402-5663609-3814719";"AMAZON";"DSRF22000719";"LPNHL983140761";"000222";"AMAZON PAX FR";"CRC-2007000"
"402-5663609-3814719";"AMAZON";"PDVF22/001023";"LPNHL983140761";"000222";"AMAZON PAX FR";
"304-7356561-8614769";"AMAZON";"DSRF22000718";"LPNHL983143579";"000193";"AMAZON PAX DE";"CRC-2008338"
"304-7356561-8614769";"AMAZON";"PDVF22/001068";"LPNHL983143579";"000193";"AMAZON PAX DE";
"306-4165612-4852359";"AMAZON";"DSRF22000716";"LPNHL983153900";"000193";"AMAZON PAX DE";"CRC-2007000"
"306-4165612-4852359";"AMAZON";"PDVF22/001073";"LPNHL983153900";"000193";"AMAZON PAX DE";
"305-1950606-4643564";"AMAZON";"DSRF22000637";"LPNHL983263601";"000193";"AMAZON PAX DE";"CRC-2008338"
"305-1950606-4643564";"AMAZON";"PDVF22/000817";"LPNHL983263601";"000193";"AMAZON PAX DE";
"406-2249883-5316352";"AMAZON";"DSRF22000635";"LPNHL983392318";"000163";"AMAZON PAX IT";"CRC-2007000"
"406-2249883-5316352";"AMAZON";"PDVF22/000896";"LPNHL983392318";"000163";"AMAZON PAX IT";
"303-6311138-0026735";"AMAZON";"DSRF22000638";"LPNHL983437431";"000193";"AMAZON PAX DE";"CRC-2008338"
"303-6311138-0026735";"AMAZON";"PDVF22/000924";"LPNHL983437431";"000193";"AMAZON PAX DE";
"402-9070578-7481905";"AMAZON";"DSRF22000739";"LPNHL983606688";"000163";"AMAZON PAX IT";"X-RDK0003CE"
"402-9070578-7481905";"AMAZON";"PDVF22/000580";"LPNHL983606688";"000163";"AMAZON PAX IT";
"303-5334260-6695541";"AMAZON";"DSRF22000633";"LPNHL983670264";"000193";"AMAZON PAX DE";"CRC-2008338"
"303-5334260-6695541";"AMAZON";"PDVF22/000899";"LPNHL983670264";"000193";"AMAZON PAX DE";
"304-7126093-5849901";"AMAZON";"DSRF22000832";"LPNHL983890277";"000193";"AMAZON PAX DE";"CRC-2007004"
"304-7126093-5849901";"AMAZON";"PDVF22/001238";"LPNHL983890277";"000193";"AMAZON PAX DE";
"406-6106141-6870718";"AMAZON";"DSRF22000833";"LPNHL984424580";"000222";"AMAZON PAX FR";"CRC-2007002"
"406-6106141-6870718";"AMAZON";"PDVF22/001292";"LPNHL984424580";"000222";"AMAZON PAX FR";
"306-7796715-6316316";"AMAZON";"DSRF22000764";"LPNHL984675799";"000193";"AMAZON PAX DE";"CRC-2007000"
"306-7796715-6316316";"AMAZON";"PDVF22/001067";"LPNHL984675799";"000193";"AMAZON PAX DE";
"306-8978868-9973966";"AMAZON";"DSRF22000723";"LPNHL984933858";"000193";"AMAZON PAX DE";"CRC-2007004"
"306-8978868-9973966";"AMAZON";"PDVF22/001012";"LPNHL984933858";"000193";"AMAZON PAX DE";
"305-0290336-7253151";"AMAZON";"DSR22000160";"LPNHL985123385";"000193";"AMAZON PAX DE";"CRC-2007992"
"305-0290336-7253151";"AMAZON";"PDVF21/001809";"LPNHL985123385";"000193";"AMAZON PAX DE";
"405-4948830-7110734";"AMAZON";"DSR22000186";"LPNHL985178264";"000222";"AMAZON PAX FR";"PX-P3D2449"
"405-4948830-7110734";"AMAZON";"PDVF21/001845";"LPNHL985178264";"000222";"AMAZON PAX FR";
"405-3885314-2824329";"AMAZON";"DSR22000138";"LPNHL985621539";"000222";"AMAZON PAX FR";"PX-P2D2076"
"405-3885314-2824329";"AMAZON";"PDVF21/001873";"LPNHL985621539";"000222";"AMAZON PAX FR";
"406-1425691-4390763";"AMAZON";"DSRF22000782";"LPNHL988077379";"000222";"AMAZON PAX FR";"PX-P3D2541"
"406-1425691-4390763";"AMAZON";"PDVF22/000967";"LPNHL988077379";"000222";"AMAZON PAX FR";
"406-9434523-8876325";"AMAZON";"DSRF22000726";"LPNHL988299635";"000222";"AMAZON PAX FR";"PX-P3D2453"
"406-9434523-8876325";"AMAZON";"PDVF22/001330";"LPNHL988299635";"000222";"AMAZON PAX FR";
"407-2291737-4422729";"AMAZON";"DSRF22000729";"LPNHL988314923";"000222";"AMAZON PAX FR";"MI-EVO10"
"407-2291737-4422729";"AMAZON";"PDVF22/001335";"LPNHL988314923";"000222";"AMAZON PAX FR";
"404-5112924-3621919";"AMAZON";"DSRF22000661";"LPNHL988432715";"000222";"AMAZON PAX FR";"PX-P3D2449"
"404-5112924-3621919";"AMAZON";"PDVF22/001007";"LPNHL988432715";"000222";"AMAZON PAX FR";
"406-0409393-2045103";"AMAZON";"DSRF22000619";"LPNHL988498831";"000163";"AMAZON PAX IT";"PX-P3D2449"
"406-0409393-2045103";"AMAZON";"PDVF22/000983";"LPNHL988498831";"000163";"AMAZON PAX IT";
"406-9559343-6269124";"AMAZON";"DSRF22000830";"LPNHL988982444";"000222";"AMAZON PAX FR";"PX-P3D2453"
"406-9559343-6269124";"AMAZON";"PDVF22/000974";"LPNHL988982444";"000222";"AMAZON PAX FR";
"407-1936764-4758713";"AMAZON";"DSRF22000680";"LPNHL989088017";"000222";"AMAZON PAX FR";"MI-EVO11"
"407-1936764-4758713";"AMAZON";"PDVF22/000997";"LPNHL989088017";"000222";"AMAZON PAX FR";
"407-7749115-1426750";"AMAZON";"DSR22000196";"LPNHL990010917";"000222";"AMAZON PAX FR";"PX-P3D2449"
"407-7749115-1426750";"AMAZON";"PDVF21/001724";"LPNHL990010917";"000222";"AMAZON PAX FR";
"404-1130812-1657918";"AMAZON";"DSR22000134";"LPNHL994471053";"000222";"AMAZON PAX FR";"PX-P3D2451"
"404-1130812-1657918";"AMAZON";"PDVF21/001699";"LPNHL994471053";"000222";"AMAZON PAX FR";
"402-2029811-2739528";"AMAZON";"DSR22000129";"LPNHL994789066";"000222";"AMAZON PAX FR";"PX-P3D2451"
"402-2029811-2739528";"AMAZON";"PDVF21/001671";"LPNHL994789066";"000222";"AMAZON PAX FR";
"405-6958800-0329969";"AMAZON";"DSR22000131";"LPNHL994804627";"000163";"AMAZON PAX IT";"PX-P3D2050"
"405-6958800-0329969";"AMAZON";"PDVF21/001695";"LPNHL994804627";"000163";"AMAZON PAX IT";
"408-6779581-6129126";"AMAZON";"DSR22000132";"LPNHL994838923";"000163";"AMAZON PAX IT";"PX-P2D2077"
"408-6779581-6129126";"AMAZON";"PDVF21/001702";"LPNHL994838923";"000163";"AMAZON PAX IT";
"403-2433299-3800312";"AMAZON";"DSRF22000836";"LPNHR000678291";"000163";"AMAZON PAX IT";"X-RDK0011CE"
"403-2433299-3800312";"AMAZON";"PDVF21/001726";"LPNHR000678291";"000163";"AMAZON PAX IT";
"406-1315021-2497159";"AMAZON";"DSR22000130";"LPNHR000751647";"000163";"AMAZON PAX IT";"PX-P3D2449"
"406-1315021-2497159";"AMAZON";"PDVF21/001673";"LPNHR000751647";"000163";"AMAZON PAX IT";
"171-1290427-9741160";"AMAZON";"DSRF22000497";"LPNHR000782162";"000163";"AMAZON PAX IT";"X-SKV4136GL"
"171-1290427-9741160";"AMAZON";"PDVF21/001667";"LPNHR000782162";"000163";"AMAZON PAX IT";
"405-3490173-1249964";"AMAZON";"PDVF21/001311";"LPNIC002271815";"000230";"AMAZON PAX ES";
"407-8022563-9122729";"AMAZON";"PDVF21/001312";"LPNIC002590103";"000230";"AMAZON PAX ES";
"407-0310689-0191549";"AMAZON";"PDVF21/001315";"LPNIC002687754";"000230";"AMAZON PAX ES";
"408-7720763-6418727";"AMAZON";"PDVF21/001310";"LPNIC002989793";"000230";"AMAZON PAX ES";
"403-9156111-1597923";"AMAZON";"PDVF21/001318";"LPNIC003259916";"000230";"AMAZON PAX ES";
"408-4172291-1484313";"AMAZON";"PDVF21/001316";"LPNIC003345828";"000230";"AMAZON PAX ES";
"404-7649527-1868300";"AMAZON";"PDVF21/001040";"LPNIC005228218";"000230";"AMAZON PAX ES";
"408-4001367-7388331";"AMAZON";"PDVF21/001159";"LPNIC005592297";"000230";"AMAZON PAX ES";
"406-4359748-5194716";"AMAZON";"DSR21001019";"LPNIC006408207";"000230";"AMAZON PAX ES";"PX-P3D2045"
"406-4359748-5194716";"AMAZON";"PDVF21/000887";"LPNIC006408207";"000230";"AMAZON PAX ES";
"406-4758238-3643533";"AMAZON";"DSR21001031";"LPNIC008552652";"000230";"AMAZON PAX ES";"PX-P3D2449"
"406-4758238-3643533";"AMAZON";"PDVF21/000897";"LPNIC008552652";"000230";"AMAZON PAX ES";
"171-4608524-7877100";"AMAZON";"DSR21000999";"LPNIC008600560";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"171-4608524-7877100";"AMAZON";"PDVF21/000900";"LPNIC008600560";"000230";"AMAZON PAX ES";
"408-0383241-1999550";"AMAZON";"PDVF21/001324";"LPNIC008828524";"000230";"AMAZON PAX ES";
"407-7740974-4373935";"AMAZON";"PDVF21/001322";"LPNIC008832936";"000230";"AMAZON PAX ES";
"402-0345681-2965145";"AMAZON";"DSR21000995";"LPNIC008891899";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"402-0345681-2965145";"AMAZON";"PDVF21/000899";"LPNIC008891899";"000230";"AMAZON PAX ES";
"171-1501712-7959559";"AMAZON";"PDVF21/001553";"LPNIC009439206";"000230";"AMAZON PAX ES";
"406-9768979-1216361";"AMAZON";"PDVF21/001326";"LPNIC009477133";"000230";"AMAZON PAX ES";
"406-0761733-4156323";"AMAZON";"PDVF21/000992";"LPNIC009631764";"000230";"AMAZON PAX ES";
"404-9312321-3242752";"AMAZON";"PDVF21/001152";"LPNIC009638669";"000230";"AMAZON PAX ES";
"405-4719930-8533921";"AMAZON";"DSR21001017";"LPNIC009663422";"000230";"AMAZON PAX ES";"PX-P3D2449"
"405-4719930-8533921";"AMAZON";"PDVF21/000891";"LPNIC009663422";"000230";"AMAZON PAX ES";
"407-1263807-5968360";"AMAZON";"DSR21001067";"LPNIC009733601";"000230";"AMAZON PAX ES";"PX-P2A1741"
"407-1263807-5968360";"AMAZON";"PDVF21/000884";"LPNIC009733601";"000230";"AMAZON PAX ES";
"408-0913887-7296345";"AMAZON";"DSR21000996";"LPNIC009758580";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"408-0913887-7296345";"AMAZON";"PDVF21/000905";"LPNIC009758580";"000230";"AMAZON PAX ES";
"171-9932603-2371512";"AMAZON";"DSR21000209";"LPNIC010027358";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"405-1413147-6761931";"AMAZON";"DSR21001006";"LPNIC010259254";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"405-1413147-6761931";"AMAZON";"PDVF21/001092";"LPNIC010259254";"000230";"AMAZON PAX ES";
"171-8518611-6518748";"AMAZON";"DSRF21000054";"LPNIC010353130";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"171-8518611-6518748";"AMAZON";"PDVF21/001131";"LPNIC010353130";"000230";"AMAZON PAX ES";
"402-9322114-6537152";"AMAZON";"DSR21001005";"LPNIC010369298";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1"
"402-9322114-6537152";"AMAZON";"PDVF21/001098";"LPNIC010369298";"000230";"AMAZON PAX ES";
"405-5013587-7201144";"AMAZON";"DSR21001038";"LPNIC010375099";"000230";"AMAZON PAX ES";"PX-P3D2453"
"405-5013587-7201144";"AMAZON";"PDVF21/001021";"LPNIC010375099";"000230";"AMAZON PAX ES";
"171-9293934-8506709";"AMAZON";"DSR21001020";"LPNIC010476754";"000230";"AMAZON PAX ES";"PX-P3D2051"
"171-9293934-8506709";"AMAZON";"PDVF21/001128";"LPNIC010476754";"000230";"AMAZON PAX ES";
"408-2108582-8436353";"AMAZON";"DSR22000471";"LPNIC010585923";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1"
"408-2108582-8436353";"AMAZON";"PDVF22/000624";"LPNIC010585923";"000230";"AMAZON PAX ES";
"402-5564890-3697116";"AMAZON";"DSR21000696";"LPNIC013640075";"000230";"AMAZON PAX ES";"PX-P2D2077"
"402-5564890-3697116";"AMAZON";"PDVF21/000771";"LPNIC013640075";"000230";"AMAZON PAX ES";
"171-2309041-3686703";"AMAZON";"PDVF21/001317";"LPNIC013776665";"000230";"AMAZON PAX ES";
"402-6757185-7636344";"AMAZON";"DSR21001027";"LPNIC014160253";"000230";"AMAZON PAX ES";"PX-P3D2045"
"402-6757185-7636344";"AMAZON";"PDVF21/000858";"LPNIC014160253";"000230";"AMAZON PAX ES";
"402-4916202-8480338";"AMAZON";"DSR21001063";"LPNIC014179868";"000230";"AMAZON PAX ES";"PX-P2A1741"
"402-4916202-8480338";"AMAZON";"PDVF21/000904";"LPNIC014179868";"000230";"AMAZON PAX ES";
"405-8684632-0356360";"AMAZON";"DSRF22000660";"LPNIC014330843";"000230";"AMAZON PAX ES";"SNS-ARCG1EU1"
"405-8684632-0356360";"AMAZON";"PDVF21/001240";"LPNIC014330843";"000230";"AMAZON PAX ES";
"408-2299002-4317910";"AMAZON";"DSR21001189";"LPNIC014353331";"000230";"AMAZON PAX ES";"SNS-BEAM1EU1BLK"
"408-2299002-4317910";"AMAZON";"PDVF21/000786";"LPNIC014353331";"000230";"AMAZON PAX ES";
"406-3257041-6874746";"AMAZON";"DSR22000067";"LPNIC014354620";"000230";"AMAZON PAX ES";"X-RSD0122CE"
"406-3257041-6874746";"AMAZON";"PDVF21/000879";"LPNIC014354620";"000230";"AMAZON PAX ES";
"404-5366376-4097946";"AMAZON";"DSR21000997";"LPNIC014500889";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"404-5366376-4097946";"AMAZON";"PDVF21/000741";"LPNIC014500889";"000230";"AMAZON PAX ES";
"407-5179252-4156339";"AMAZON";"DSR21000882";"LPNIC014611623";"000230";"AMAZON PAX ES";"PX-P3D2453"
"407-5179252-4156339";"AMAZON";"PDVF21/000956";"LPNIC014611623";"000230";"AMAZON PAX ES";
"403-0691048-4573943";"AMAZON";"DSR21000697";"LPNIC014619130";"000230";"AMAZON PAX ES";"PX-P2D2077"
"403-0691048-4573943";"AMAZON";"PDVF21/000761";"LPNIC014619130";"000230";"AMAZON PAX ES";
"405-1113298-4091558";"AMAZON";"DSR21000694";"LPNIC014841881";"000230";"AMAZON PAX ES";"PX-P2A1737"
"405-1113298-4091558";"AMAZON";"PDVF21/000744";"LPNIC014841881";"000230";"AMAZON PAX ES";
"405-2791165-1609167";"AMAZON";"DSR21000704";"LPNIC014931350";"000230";"AMAZON PAX ES";"PX-P3D2451"
"405-2791165-1609167";"AMAZON";"PDVF21/000743";"LPNIC014931350";"000230";"AMAZON PAX ES";
"171-9549036-2804364";"AMAZON";"DSR21001000";"LPNIC015359583";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"171-9549036-2804364";"AMAZON";"PDVF21/001002";"LPNIC015359583";"000230";"AMAZON PAX ES";
"171-9549036-2804364";"AMAZON";"DSR21001001";"LPNIC015359584";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"171-9549036-2804364";"AMAZON";"PDVF21/001003";"LPNIC015359584";"000230";"AMAZON PAX ES";
"402-0248573-2785957";"AMAZON";"DSR21001056";"LPNIC015377700";"000230";"AMAZON PAX ES";"PX-P2D2076"
"402-0248573-2785957";"AMAZON";"PDVF21/001008";"LPNIC015377700";"000230";"AMAZON PAX ES";
"406-8282531-6701105";"AMAZON";"DSR21001007";"LPNIC015397304";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"406-8282531-6701105";"AMAZON";"PDVF21/001022";"LPNIC015397304";"000230";"AMAZON PAX ES";
"404-1709054-1888301";"AMAZON";"DSR21001029";"LPNIC015408754";"000230";"AMAZON PAX ES";"PX-P3D2455"
"404-1709054-1888301";"AMAZON";"PDVF21/000919";"LPNIC015408754";"000230";"AMAZON PAX ES";
"407-8852741-8448346";"AMAZON";"DSR21001009";"LPNIC015465237";"000230";"AMAZON PAX ES";"SNS-RMWCHEU1BLK"
"407-8852741-8448346";"AMAZON";"PDVF21/001004";"LPNIC015465237";"000230";"AMAZON PAX ES";
"404-1440416-5366761";"AMAZON";"DSR22000185";"LPNIC015489245";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"404-1440416-5366761";"AMAZON";"PDVF21/001818";"LPNIC015489245";"000230";"AMAZON PAX ES";
"405-2746296-4795559";"AMAZON";"DSR21001050";"LPNIC015738573";"000230";"AMAZON PAX ES";"PX-P2D2077"
"405-2746296-4795559";"AMAZON";"PDVF21/000920";"LPNIC015738573";"000230";"AMAZON PAX ES";
"402-9095936-0781905";"AMAZON";"DSR21001004";"LPNIC015757214";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"402-9095936-0781905";"AMAZON";"PDVF21/001101";"LPNIC015757214";"000230";"AMAZON PAX ES";
"402-9095936-0781905";"AMAZON";"DSR21001003";"LPNIC015791444";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"402-9095936-0781905";"AMAZON";"PDVF21/001111";"LPNIC015791444";"000230";"AMAZON PAX ES";
"408-4606280-2674738";"AMAZON";"DSRF21000051";"LPNIC015821814";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
